complaint_id,train_id,zone,category,filed_date,resolved_date,sla_target_days,resolved_in_days,met_sla
C00373,T0123,SR,Staff Behavior,2024-02-06,2024-02-13,10,7,1
C00374,T0105,SER,Punctuality,2025-11-24,2025-12-09,10,15,0
C00375,T0115,NR,Water Availability,2024-02-23,2024-02-28,7,5,1
C00376,T0100,NER,Cleanliness,2025-07-27,2025-08-10,10,14,0
C00377,T0098,CR,Security,2024-05-08,2024-05-11,3,3,1
C00378,T0097,WR,Water Availability,2024-07-04,2024-07-19,10,15,0
C00379,T0098,CR,Coach Maintenance,2024-02-17,2024-02-20,7,3,1
C00380,T0067,WR,Staff Behavior,2024-05-16,2024-05-23,5,7,0
C00381,T0135,SR,Catering,2025-09-28,2025-10-08,7,10,0
C00382,T0006,SR,Punctuality,2024-04-26,2024-05-07,10,11,0
C00383,T0056,ER,Coach Maintenance,2024-01-02,2024-01-16,10,14,0
C00384,T0108,SR,Security,2025-03-24,2025-04-03,5,10,0
C00385,T0099,SCR,Coach Maintenance,2024-03-01,2024-03-12,7,11,0
C00386,T0039,ER,Coach Maintenance,2025-11-27,2025-12-07,5,10,0
C00387,T0037,SR,Catering,2025-02-22,2025-03-03,10,9,1
C00388,T0098,CR,Water Availability,2024-06-20,2024-07-02,10,12,0
C00389,T0075,SR,Water Availability,2024-09-26,2024-10-11,10,15,0
C00390,T0119,CR,Staff Behavior,2024-12-09,2024-12-20,7,11,0
C00391,T0042,NR,Staff Behavior,2024-07-13,2024-07-15,7,2,1
C00392,T0051,SR,Cleanliness,2025-05-21,2025-05-28,10,7,1
C00393,T0119,CR,Security,2024-04-01,2024-04-03,3,2,1
C00394,T0022,ER,Coach Maintenance,2025-11-10,2025-11-11,5,1,1
C00395,T0021,CR,Coach Maintenance,2024-09-17,2024-09-26,5,9,0
C00396,T0133,SER,Punctuality,2025-07-19,2025-07-31,10,12,0
C00397,T0006,SR,Security,2025-05-11,2025-05-13,3,2,1
C00398,T0061,NER,Cleanliness,2025-06-13,2025-06-25,10,12,0
C00399,T0019,SR,Water Availability,2024-03-07,2024-03-17,7,10,0
C00400,T0121,SCR,Staff Behavior,2025-11-05,2025-11-14,10,9,1
C00401,T0048,WR,Water Availability,2024-01-07,2024-01-09,7,2,1
C00402,T0074,WR,Security,2025-03-10,2025-03-17,3,7,0
C00403,T0086,SCR,Catering,2025-07-15,2025-07-23,10,8,1
C00404,T0075,SR,Security,2025-01-15,2025-01-23,5,8,0
C00405,T0123,SR,Cleanliness,2025-10-29,2025-10-30,5,1,1
C00406,T0105,SER,Staff Behavior,2024-10-19,2024-10-29,7,10,0
C00407,T0132,SCR,Staff Behavior,2024-09-15,2024-09-19,3,4,0
C00408,T0083,ER,Punctuality,2025-10-09,2025-10-19,7,10,0
C00409,T0085,NR,Water Availability,2024-04-22,2024-05-02,7,10,0
C00410,T0125,WR,Water Availability,2024-08-29,2024-09-04,5,6,0
C00411,T0030,NR,Security,2025-09-05,2025-09-07,5,2,1
C00412,T0111,WR,Cleanliness,2024-02-10,2024-02-19,10,9,1
C00413,T0065,SER,Cleanliness,2025-12-01,2025-12-03,5,2,1
C00414,T0092,NR,Water Availability,2025-06-26,2025-06-29,5,3,1
C00415,T0043,SR,Security,2025-03-14,2025-03-17,7,3,1
C00416,T0149,NER,Security,2024-08-03,2024-08-12,10,9,1
C00417,T0133,SER,Water Availability,2024-05-14,2024-05-22,3,8,0
C00418,T0147,NER,Water Availability,2024-09-20,2024-09-28,3,8,0
C00419,T0117,NR,Cleanliness,2024-03-24,2024-04-01,7,8,0
C00420,T0033,SR,Staff Behavior,2025-06-03,2025-06-07,5,4,1
C00421,T0017,SCR,Catering,2024-07-23,2024-08-01,7,9,0
C00422,T0077,WR,Water Availability,2025-06-30,2025-07-07,3,7,0
C00423,T0079,SCR,Cleanliness,2025-02-22,2025-03-04,7,10,0
C00424,T0005,SCR,Cleanliness,2024-05-24,2024-06-04,10,11,0
C00425,T0097,WR,Coach Maintenance,2025-10-30,2025-11-09,5,10,0
C00426,T0123,SR,Catering,2025-11-14,2025-11-24,5,10,0
C00427,T0063,SCR,Coach Maintenance,2024-04-28,2024-05-02,3,4,0
C00428,T0058,ER,Water Availability,2024-10-01,2024-10-06,3,5,0
C00429,T0100,NER,Water Availability,2025-04-01,2025-04-10,5,9,0
C00430,T0115,NR,Punctuality,2024-03-07,2024-03-14,3,7,0
C00431,T0050,CR,Catering,2024-12-09,2024-12-10,5,1,1
C00432,T0031,WR,Security,2025-01-11,2025-01-18,3,7,0
C00433,T0004,SCR,Cleanliness,2025-01-29,2025-01-31,5,2,1
C00434,T0082,SER,Water Availability,2024-01-26,2024-01-31,10,5,1
C00435,T0008,CR,Water Availability,2024-12-01,2024-12-09,3,8,0
C00436,T0070,CR,Water Availability,2024-08-29,2024-09-05,5,7,0
C00437,T0119,CR,Punctuality,2024-08-04,2024-08-06,10,2,1
C00438,T0006,SR,Staff Behavior,2024-04-03,2024-04-10,7,7,1
C00439,T0072,NER,Water Availability,2025-08-21,2025-08-25,5,4,1
C00440,T0074,WR,Water Availability,2024-02-11,2024-02-15,5,4,1
C00441,T0095,CR,Catering,2025-10-18,2025-10-30,10,12,0
C00442,T0119,CR,Coach Maintenance,2024-08-11,2024-08-12,3,1,1
C00443,T0063,SCR,Security,2025-08-08,2025-08-16,3,8,0
C00444,T0060,SR,Catering,2025-12-04,2025-12-11,5,7,0
C00445,T0037,SR,Cleanliness,2025-11-09,2025-11-21,10,12,0
C00446,T0015,NER,Coach Maintenance,2025-03-25,2025-04-01,5,7,0
C00447,T0115,NR,Security,2024-05-24,2024-06-05,7,12,0
C00448,T0108,SR,Cleanliness,2025-05-09,2025-05-21,7,12,0
C00449,T0008,CR,Catering,2024-12-08,2024-12-21,10,13,0
C00450,T0033,SR,Punctuality,2024-03-29,2024-03-31,5,2,1
C00451,T0055,SR,Coach Maintenance,2024-12-14,2024-12-25,10,11,0
C00452,T0050,CR,Coach Maintenance,2025-09-15,2025-09-26,10,11,0
C00453,T0116,NR,Water Availability,2024-10-29,2024-11-10,7,12,0
C00454,T0015,NER,Security,2024-05-28,2024-06-03,7,6,1
C00455,T0018,NR,Coach Maintenance,2024-03-01,2024-03-10,5,9,0
C00456,T0146,WR,Staff Behavior,2024-10-07,2024-10-19,7,12,0
C00457,T0108,SR,Coach Maintenance,2024-09-07,2024-09-08,10,1,1
C00458,T0055,SR,Catering,2025-04-10,2025-04-16,5,6,0
C00459,T0101,ER,Punctuality,2024-08-10,2024-08-12,3,2,1
C00460,T0112,ER,Catering,2025-09-07,2025-09-09,3,2,1
C00461,T0082,SER,Staff Behavior,2024-01-24,2024-02-01,3,8,0
C00462,T0147,NER,Water Availability,2025-03-11,2025-03-23,10,12,0
C00463,T0074,WR,Security,2025-10-31,2025-11-02,5,2,1
C00464,T0012,WR,Cleanliness,2024-10-08,2024-10-17,5,9,0
C00465,T0136,NR,Staff Behavior,2025-10-05,2025-10-08,5,3,1
C00466,T0105,SER,Coach Maintenance,2025-05-20,2025-05-23,10,3,1
C00467,T0022,ER,Staff Behavior,2024-05-10,2024-05-20,5,10,0
C00468,T0010,CR,Staff Behavior,2025-08-17,2025-08-24,3,7,0
C00469,T0045,SER,Security,2025-01-24,2025-01-30,7,6,1
C00470,T0083,ER,Water Availability,2025-02-28,2025-03-03,10,3,1
C00471,T0082,SER,Catering,2025-02-12,2025-02-20,5,8,0
C00472,T0056,ER,Security,2024-05-19,2024-05-30,10,11,0
C00473,T0135,SR,Water Availability,2024-11-08,2024-11-10,7,2,1
C00474,T0094,NER,Catering,2024-10-15,2024-10-16,3,1,1
C00475,T0059,SER,Water Availability,2024-08-12,2024-08-17,7,5,1
C00476,T0127,ER,Catering,2025-09-22,2025-09-24,5,2,1
C00477,T0131,NR,Staff Behavior,2024-07-08,2024-07-13,3,5,0
C00478,T0126,WR,Punctuality,2025-08-23,2025-08-24,10,1,1
C00479,T0064,CR,Cleanliness,2024-02-11,2024-02-19,10,8,1
C00480,T0125,WR,Coach Maintenance,2025-02-26,2025-03-09,7,11,0
C00481,T0095,CR,Security,2024-09-23,2024-10-02,5,9,0
C00482,T0085,NR,Cleanliness,2024-08-20,2024-08-23,10,3,1
C00483,T0147,NER,Water Availability,2025-09-20,2025-09-28,5,8,0
C00484,T0122,WR,Water Availability,2025-03-28,2025-03-30,10,2,1
C00485,T0088,ER,Punctuality,2025-08-05,2025-08-06,10,1,1
C00486,T0149,NER,Security,2024-01-29,2024-02-06,3,8,0
C00487,T0127,ER,Punctuality,2024-11-13,2024-11-21,10,8,1
C00488,T0076,SCR,Security,2025-03-20,2025-03-28,3,8,0
C00489,T0017,SCR,Cleanliness,2025-11-08,2025-11-12,10,4,1
C00490,T0001,SR,Catering,2025-12-25,2025-12-27,3,2,1
C00491,T0068,SR,Staff Behavior,2025-12-23,2025-12-28,3,5,0
C00492,T0093,WR,Water Availability,2024-08-05,2024-08-15,7,10,0
C00493,T0043,SR,Water Availability,2024-02-05,2024-02-07,3,2,1
C00494,T0046,SCR,Catering,2025-03-19,2025-03-23,5,4,1
C00495,T0131,NR,Coach Maintenance,2025-06-20,2025-06-22,7,2,1
C00496,T0096,SR,Catering,2025-11-09,2025-11-20,7,11,0
C00497,T0003,WR,Coach Maintenance,2025-04-09,2025-04-20,10,11,0
C00498,T0066,WR,Staff Behavior,2025-09-22,2025-09-30,5,8,0
C00499,T0141,CR,Cleanliness,2024-07-03,2024-07-04,5,1,1
C00500,T0022,ER,Catering,2025-08-18,2025-08-23,3,5,0
C00501,T0091,CR,Staff Behavior,2024-04-12,2024-04-23,7,11,0
C00502,T0121,SCR,Water Availability,2024-11-16,2024-11-25,5,9,0
C00503,T0044,SR,Water Availability,2024-12-04,2024-12-14,10,10,1
C00504,T0080,WR,Catering,2025-12-31,2026-01-10,10,10,1
C00505,T0080,WR,Coach Maintenance,2025-11-17,2025-11-26,7,9,0
C00506,T0009,WR,Punctuality,2025-07-18,2025-07-26,3,8,0
C00507,T0004,SCR,Coach Maintenance,2024-07-20,2024-07-21,3,1,1
C00508,T0090,SCR,Catering,2025-04-17,2025-04-22,5,5,1
C00509,T0070,CR,Water Availability,2025-09-24,2025-09-26,10,2,1
C00510,T0059,SER,Catering,2024-05-05,2024-05-14,5,9,0
C00511,T0062,WR,Punctuality,2024-01-04,2024-01-10,7,6,1
C00512,T0077,WR,Water Availability,2024-02-27,2024-03-05,5,7,0
C00513,T0036,CR,Punctuality,2025-04-08,2025-04-09,10,1,1
C00514,T0018,NR,Coach Maintenance,2025-11-23,2025-11-28,10,5,1
C00515,T0054,CR,Cleanliness,2025-02-09,2025-02-14,3,5,0
C00516,T0057,WR,Water Availability,2024-06-25,2024-07-09,10,14,0
C00517,T0111,WR,Coach Maintenance,2025-01-14,2025-01-23,7,9,0
C00518,T0127,ER,Punctuality,2025-03-08,2025-03-11,7,3,1
C00519,T0103,NER,Staff Behavior,2025-12-07,2025-12-11,7,4,1
C00520,T0016,ER,Punctuality,2025-02-18,2025-02-22,10,4,1
C00521,T0012,WR,Cleanliness,2024-04-25,2024-05-02,10,7,1
C00522,T0005,SCR,Security,2024-12-07,2024-12-19,10,12,0
C00523,T0058,ER,Catering,2024-01-14,2024-01-16,5,2,1
C00524,T0010,CR,Catering,2025-09-24,2025-10-04,10,10,1
C00525,T0048,WR,Cleanliness,2025-08-01,2025-08-10,7,9,0
C00526,T0091,CR,Coach Maintenance,2024-05-31,2024-06-10,10,10,1
C00527,T0104,NER,Cleanliness,2025-07-04,2025-07-11,5,7,0
C00528,T0019,SR,Coach Maintenance,2025-12-06,2025-12-18,7,12,0
C00529,T0109,SER,Catering,2024-03-10,2024-03-13,10,3,1
C00530,T0085,NR,Cleanliness,2025-05-04,2025-05-09,10,5,1
C00531,T0057,WR,Water Availability,2024-01-10,2024-01-18,10,8,1
C00532,T0141,CR,Punctuality,2025-09-29,2025-10-08,10,9,1
C00533,T0063,SCR,Security,2024-07-04,2024-07-06,3,2,1
C00534,T0104,NER,Security,2025-10-18,2025-10-27,5,9,0
C00535,T0036,CR,Water Availability,2024-03-13,2024-03-17,7,4,1
C00536,T0120,WR,Punctuality,2024-11-09,2024-11-13,5,4,1
C00537,T0094,NER,Coach Maintenance,2024-05-07,2024-05-15,7,8,0
C00538,T0062,WR,Water Availability,2025-04-30,2025-05-07,7,7,1
C00539,T0146,WR,Cleanliness,2025-11-18,2025-11-22,5,4,1
C00540,T0114,ER,Cleanliness,2025-04-02,2025-04-06,3,4,0
C00541,T0117,NR,Security,2024-11-04,2024-11-06,3,2,1
C00542,T0099,SCR,Security,2025-06-17,2025-06-27,5,10,0
C00543,T0026,ER,Coach Maintenance,2025-10-09,2025-10-22,10,13,0
C00544,T0111,WR,Cleanliness,2025-12-23,2026-01-01,5,9,0
C00545,T0092,NR,Punctuality,2024-05-05,2024-05-10,5,5,1
C00546,T0036,CR,Cleanliness,2025-11-17,2025-11-23,5,6,0
C00547,T0024,NR,Punctuality,2024-08-26,2024-08-30,7,4,1
C00548,T0005,SCR,Cleanliness,2025-06-07,2025-06-13,10,6,1
C00549,T0076,SCR,Coach Maintenance,2025-08-28,2025-08-30,3,2,1
C00550,T0083,ER,Security,2025-08-10,2025-08-17,5,7,0
C00551,T0033,SR,Cleanliness,2024-08-03,2024-08-06,3,3,1
C00552,T0099,SCR,Coach Maintenance,2024-06-22,2024-06-26,3,4,0
C00553,T0122,WR,Punctuality,2025-10-05,2025-10-10,3,5,0
C00554,T0036,CR,Punctuality,2024-05-02,2024-05-07,7,5,1
C00555,T0063,SCR,Staff Behavior,2025-12-18,2025-12-23,5,5,1
C00556,T0034,NR,Catering,2025-08-01,2025-08-11,10,10,1
C00557,T0107,WR,Water Availability,2025-01-21,2025-02-03,10,13,0
C00558,T0112,ER,Punctuality,2024-07-23,2024-08-01,5,9,0
C00559,T0112,ER,Water Availability,2024-05-06,2024-05-15,7,9,0
C00560,T0085,NR,Coach Maintenance,2025-12-14,2025-12-20,10,6,1
C00561,T0031,WR,Cleanliness,2024-04-25,2024-04-30,10,5,1
C00562,T0125,WR,Staff Behavior,2024-02-15,2024-02-16,3,1,1
C00563,T0044,SR,Punctuality,2025-07-23,2025-07-25,3,2,1
C00564,T0134,NER,Coach Maintenance,2024-09-01,2024-09-04,3,3,1
C00565,T0049,SER,Security,2024-12-21,2024-12-24,5,3,1
C00566,T0099,SCR,Catering,2024-08-03,2024-08-11,7,8,0
C00567,T0002,SR,Cleanliness,2025-10-17,2025-10-23,3,6,0
C00568,T0029,WR,Catering,2024-06-05,2024-06-16,7,11,0
C00569,T0008,CR,Punctuality,2024-05-21,2024-05-22,5,1,1
C00570,T0088,ER,Staff Behavior,2024-01-09,2024-01-16,7,7,1
C00571,T0091,CR,Staff Behavior,2024-04-02,2024-04-09,3,7,0
C00572,T0135,SR,Cleanliness,2025-01-26,2025-01-27,7,1,1
C00573,T0001,SR,Security,2025-02-23,2025-02-28,7,5,1
C00574,T0009,WR,Catering,2025-08-12,2025-08-16,7,4,1
C00575,T0075,SR,Catering,2025-12-18,2025-12-24,7,6,1
C00576,T0117,NR,Security,2024-05-15,2024-05-21,3,6,0
C00577,T0111,WR,Catering,2024-08-06,2024-08-17,7,11,0
C00578,T0005,SCR,Security,2025-09-10,2025-09-14,3,4,0
C00579,T0132,SCR,Staff Behavior,2024-10-07,2024-10-14,3,7,0
C00580,T0070,CR,Coach Maintenance,2024-03-30,2024-04-06,10,7,1
C00581,T0043,SR,Punctuality,2025-09-03,2025-09-06,7,3,1
C00582,T0062,WR,Cleanliness,2024-12-03,2024-12-07,3,4,0
C00583,T0061,NER,Coach Maintenance,2025-07-24,2025-07-26,3,2,1
C00584,T0002,SR,Security,2024-12-02,2024-12-17,10,15,0
C00585,T0075,SR,Cleanliness,2025-05-01,2025-05-07,3,6,0
C00586,T0013,SER,Water Availability,2025-12-26,2025-12-31,5,5,1
C00587,T0033,SR,Cleanliness,2024-01-19,2024-01-31,7,12,0
C00588,T0042,NR,Security,2024-11-02,2024-11-08,3,6,0
C00589,T0148,ER,Water Availability,2025-01-27,2025-02-05,10,9,1
C00590,T0029,WR,Staff Behavior,2025-09-15,2025-09-21,7,6,1
C00591,T0016,ER,Cleanliness,2025-04-29,2025-05-07,7,8,0
C00592,T0140,WR,Security,2024-03-01,2024-03-09,7,8,0
C00593,T0030,NR,Security,2024-10-26,2024-10-30,7,4,1
C00594,T0001,SR,Security,2025-11-17,2025-11-23,5,6,0
C00595,T0081,NER,Punctuality,2024-08-12,2024-08-15,5,3,1
C00596,T0127,ER,Coach Maintenance,2024-06-23,2024-07-02,5,9,0
C00597,T0050,CR,Staff Behavior,2024-11-27,2024-12-07,7,10,0
C00598,T0145,SER,Coach Maintenance,2025-10-29,2025-10-30,3,1,1
C00599,T0147,NER,Coach Maintenance,2025-03-07,2025-03-17,5,10,0
C00600,T0087,NR,Catering,2025-04-08,2025-04-10,10,2,1
C00601,T0043,SR,Cleanliness,2025-12-30,2026-01-04,7,5,1
C00602,T0072,NER,Water Availability,2024-08-13,2024-08-19,10,6,1
C00603,T0054,CR,Cleanliness,2025-06-08,2025-06-10,3,2,1
C00604,T0076,SCR,Catering,2025-01-22,2025-01-29,10,7,1
C00605,T0130,SR,Staff Behavior,2024-09-06,2024-09-09,7,3,1
C00606,T0047,SR,Water Availability,2025-02-17,2025-03-03,10,14,0
C00607,T0038,ER,Catering,2024-09-02,2024-09-05,5,3,1
C00608,T0118,SCR,Staff Behavior,2024-06-22,2024-06-23,3,1,1
C00609,T0005,SCR,Water Availability,2024-04-17,2024-04-27,7,10,0
C00610,T0090,SCR,Cleanliness,2024-04-11,2024-04-16,5,5,1
C00611,T0060,SR,Staff Behavior,2025-12-08,2025-12-10,3,2,1
C00612,T0041,CR,Cleanliness,2025-11-22,2025-11-28,7,6,1
C00613,T0138,ER,Staff Behavior,2025-06-19,2025-06-27,7,8,0
C00614,T0141,CR,Punctuality,2024-05-13,2024-05-17,5,4,1
C00615,T0137,NER,Coach Maintenance,2024-10-02,2024-10-03,5,1,1
C00616,T0150,NER,Staff Behavior,2024-04-21,2024-04-28,3,7,0
C00617,T0059,SER,Catering,2025-04-18,2025-04-27,10,9,1
C00618,T0091,CR,Coach Maintenance,2024-03-09,2024-03-15,3,6,0
C00619,T0111,WR,Coach Maintenance,2024-11-01,2024-11-12,10,11,0
C00620,T0022,ER,Catering,2025-02-03,2025-02-06,5,3,1
C00621,T0079,SCR,Coach Maintenance,2024-12-03,2024-12-05,7,2,1
C00622,T0124,NR,Punctuality,2025-12-06,2025-12-11,3,5,0
C00623,T0024,NR,Security,2024-02-22,2024-02-29,3,7,0
C00624,T0026,ER,Punctuality,2024-06-25,2024-07-01,10,6,1
C00625,T0142,ER,Security,2024-03-28,2024-04-02,10,5,1
C00626,T0110,SER,Punctuality,2024-10-26,2024-10-27,3,1,1
C00627,T0131,NR,Staff Behavior,2025-11-23,2025-11-24,10,1,1
C00628,T0058,ER,Coach Maintenance,2024-02-20,2024-02-21,5,1,1
C00629,T0063,SCR,Water Availability,2024-06-18,2024-06-27,10,9,1
C00630,T0042,NR,Water Availability,2024-12-04,2024-12-08,3,4,0
C00631,T0051,SR,Water Availability,2024-08-25,2024-09-01,3,7,0
C00632,T0002,SR,Cleanliness,2024-12-02,2024-12-10,3,8,0
C00633,T0014,CR,Punctuality,2024-09-22,2024-09-24,7,2,1
C00634,T0053,SCR,Water Availability,2024-04-10,2024-04-16,3,6,0
C00635,T0024,NR,Security,2024-06-04,2024-06-08,5,4,1
C00636,T0029,WR,Coach Maintenance,2024-09-13,2024-09-17,7,4,1
C00637,T0032,NER,Catering,2024-08-31,2024-09-13,10,13,0
C00638,T0102,SCR,Water Availability,2025-05-13,2025-05-15,7,2,1
C00639,T0020,NR,Security,2025-02-15,2025-03-01,10,14,0
C00640,T0138,ER,Catering,2025-04-08,2025-04-19,7,11,0
C00641,T0018,NR,Cleanliness,2024-01-20,2024-01-30,7,10,0
C00642,T0123,SR,Cleanliness,2024-04-28,2024-05-06,3,8,0
C00643,T0065,SER,Coach Maintenance,2024-10-11,2024-10-14,5,3,1
C00644,T0097,WR,Security,2024-04-04,2024-04-08,7,4,1
C00645,T0143,SCR,Staff Behavior,2024-09-28,2024-10-05,5,7,0
C00646,T0145,SER,Coach Maintenance,2025-02-18,2025-02-26,5,8,0
C00647,T0015,NER,Coach Maintenance,2025-06-19,2025-06-29,7,10,0
C00648,T0006,SR,Security,2025-01-15,2025-01-21,7,6,1
C00649,T0116,NR,Cleanliness,2024-08-10,2024-08-17,3,7,0
C00650,T0061,NER,Water Availability,2024-04-30,2024-05-05,5,5,1
C00651,T0092,NR,Catering,2025-12-06,2025-12-07,10,1,1
C00652,T0091,CR,Cleanliness,2025-08-15,2025-08-17,3,2,1
C00653,T0106,WR,Water Availability,2025-10-09,2025-10-17,10,8,1
C00654,T0063,SCR,Security,2025-08-06,2025-08-11,10,5,1
C00655,T0055,SR,Cleanliness,2025-03-02,2025-03-11,5,9,0
C00656,T0035,WR,Coach Maintenance,2024-07-17,2024-07-23,10,6,1
C00657,T0114,ER,Cleanliness,2025-04-28,2025-05-05,3,7,0
C00658,T0043,SR,Punctuality,2025-06-15,2025-06-21,7,6,1
C00659,T0139,WR,Water Availability,2024-01-13,2024-01-20,3,7,0
C00660,T0096,SR,Water Availability,2025-08-16,2025-08-29,10,13,0
C00661,T0110,SER,Water Availability,2024-07-08,2024-07-12,10,4,1
C00662,T0102,SCR,Punctuality,2024-08-21,2024-08-25,7,4,1
C00663,T0069,CR,Punctuality,2025-07-01,2025-07-07,3,6,0
C00664,T0021,CR,Catering,2024-03-23,2024-03-31,5,8,0
C00665,T0081,NER,Coach Maintenance,2024-08-31,2024-09-01,7,1,1
C00666,T0094,NER,Coach Maintenance,2025-12-16,2025-12-18,3,2,1
C00667,T0111,WR,Cleanliness,2025-03-30,2025-04-05,5,6,0
C00668,T0020,NR,Cleanliness,2025-02-17,2025-02-24,10,7,1
C00669,T0050,CR,Security,2024-09-13,2024-09-14,5,1,1
C00670,T0071,WR,Punctuality,2025-04-19,2025-04-27,3,8,0
C00671,T0114,ER,Catering,2024-08-14,2024-08-17,5,3,1
C00672,T0054,CR,Punctuality,2025-07-18,2025-07-24,3,6,0
C00673,T0119,CR,Security,2024-01-16,2024-01-17,3,1,1
C00674,T0062,WR,Cleanliness,2025-06-26,2025-07-10,10,14,0
C00675,T0109,SER,Security,2024-10-31,2024-11-10,10,10,1
C00676,T0092,NR,Punctuality,2024-05-08,2024-05-17,5,9,0
C00677,T0099,SCR,Punctuality,2025-10-22,2025-11-03,7,12,0
C00678,T0133,SER,Cleanliness,2024-02-27,2024-03-02,3,4,0
C00679,T0100,NER,Water Availability,2025-08-14,2025-08-17,5,3,1
C00680,T0045,SER,Security,2025-02-20,2025-02-24,10,4,1
C00681,T0084,NER,Punctuality,2025-05-25,2025-05-30,10,5,1
C00682,T0109,SER,Coach Maintenance,2024-07-17,2024-07-31,10,14,0
C00683,T0017,SCR,Catering,2025-03-07,2025-03-12,10,5,1
C00684,T0009,WR,Staff Behavior,2025-03-09,2025-03-13,5,4,1
C00685,T0070,CR,Water Availability,2024-04-27,2024-04-30,3,3,1
C00686,T0088,ER,Cleanliness,2025-01-23,2025-02-05,10,13,0
C00687,T0072,NER,Staff Behavior,2025-04-15,2025-04-17,7,2,1
C00688,T0075,SR,Punctuality,2024-09-24,2024-09-29,3,5,0
C00689,T0024,NR,Water Availability,2025-05-08,2025-05-15,10,7,1
C00690,T0034,NR,Staff Behavior,2025-11-27,2025-12-06,10,9,1
C00691,T0118,SCR,Water Availability,2025-03-14,2025-03-20,3,6,0
C00692,T0127,ER,Staff Behavior,2025-10-01,2025-10-04,5,3,1
C00693,T0093,WR,Punctuality,2024-06-29,2024-07-02,3,3,1
C00694,T0102,SCR,Water Availability,2025-04-22,2025-04-29,10,7,1
C00695,T0017,SCR,Cleanliness,2024-07-04,2024-07-05,7,1,1
C00696,T0102,SCR,Punctuality,2024-02-21,2024-02-28,7,7,1
C00697,T0050,CR,Staff Behavior,2025-05-01,2025-05-08,7,7,1
C00698,T0072,NER,Staff Behavior,2025-06-03,2025-06-09,10,6,1
C00699,T0148,ER,Cleanliness,2024-04-03,2024-04-16,10,13,0
C00700,T0083,ER,Catering,2024-03-15,2024-03-23,7,8,0
C00701,T0131,NR,Staff Behavior,2024-07-28,2024-08-07,7,10,0
C00702,T0102,SCR,Security,2024-02-14,2024-02-25,7,11,0
C00703,T0060,SR,Cleanliness,2024-11-10,2024-11-11,7,1,1
C00704,T0099,SCR,Staff Behavior,2025-05-28,2025-06-05,10,8,1
C00705,T0021,CR,Coach Maintenance,2024-04-09,2024-04-17,10,8,1
C00706,T0107,WR,Staff Behavior,2025-10-17,2025-10-28,7,11,0
C00707,T0143,SCR,Cleanliness,2024-12-06,2024-12-20,10,14,0
C00708,T0112,ER,Coach Maintenance,2025-01-14,2025-01-22,10,8,1
C00709,T0136,NR,Water Availability,2024-12-18,2024-12-29,10,11,0
C00710,T0052,CR,Water Availability,2024-10-26,2024-11-02,3,7,0
C00711,T0044,SR,Catering,2025-10-20,2025-10-28,7,8,0
C00712,T0122,WR,Security,2025-09-22,2025-10-05,10,13,0
C00713,T0080,WR,Coach Maintenance,2025-01-29,2025-02-05,10,7,1
C00714,T0076,SCR,Catering,2025-07-05,2025-07-14,5,9,0
C00715,T0070,CR,Security,2025-06-25,2025-07-07,10,12,0
C00716,T0086,SCR,Punctuality,2025-11-30,2025-12-07,3,7,0
C00717,T0012,WR,Water Availability,2025-06-10,2025-06-16,7,6,1
C00718,T0130,SR,Water Availability,2024-07-09,2024-07-15,5,6,0
C00719,T0031,WR,Security,2025-12-01,2025-12-03,5,2,1
C00720,T0137,NER,Staff Behavior,2024-10-06,2024-10-19,10,13,0
C00721,T0015,NER,Security,2025-06-11,2025-06-13,3,2,1
C00722,T0075,SR,Coach Maintenance,2025-03-19,2025-03-21,10,2,1
C00723,T0083,ER,Staff Behavior,2025-02-18,2025-02-23,5,5,1
C00724,T0011,SER,Cleanliness,2025-10-05,2025-10-06,10,1,1
C00725,T0010,CR,Catering,2024-07-31,2024-08-11,10,11,0
C00726,T0116,NR,Cleanliness,2025-12-30,2026-01-04,3,5,0
C00727,T0080,WR,Cleanliness,2025-05-14,2025-05-25,7,11,0
C00728,T0054,CR,Cleanliness,2025-06-02,2025-06-14,7,12,0
C00729,T0063,SCR,Coach Maintenance,2024-12-14,2024-12-24,10,10,1
C00730,T0127,ER,Security,2024-04-22,2024-04-26,3,4,0
C00731,T0009,WR,Water Availability,2024-02-05,2024-02-15,7,10,0
C00732,T0141,CR,Water Availability,2025-04-27,2025-04-30,10,3,1
C00733,T0009,WR,Coach Maintenance,2025-09-09,2025-09-16,5,7,0
C00734,T0036,CR,Catering,2025-02-26,2025-03-09,7,11,0
C00735,T0054,CR,Water Availability,2024-05-17,2024-05-24,5,7,0
C00736,T0018,NR,Coach Maintenance,2025-08-30,2025-09-01,3,2,1
C00737,T0094,NER,Water Availability,2025-10-27,2025-11-02,10,6,1
C00738,T0044,SR,Staff Behavior,2024-09-16,2024-09-19,5,3,1
C00739,T0130,SR,Staff Behavior,2024-08-25,2024-08-28,3,3,1
C00740,T0097,WR,Staff Behavior,2024-10-03,2024-10-10,3,7,0
C00741,T0039,ER,Water Availability,2024-03-02,2024-03-04,3,2,1
C00742,T0072,NER,Water Availability,2024-03-23,2024-03-25,5,2,1
C00743,T0131,NR,Punctuality,2024-07-08,2024-07-18,7,10,0
C00744,T0018,NR,Staff Behavior,2025-03-16,2025-03-25,7,9,0
C00745,T0100,NER,Cleanliness,2024-11-25,2024-11-30,10,5,1
